"Ausgangsjahr","Gesetz_Nummer","Gesetz_Abk","Reihenfolge_Titel","Titel","Reihenfolge_Haupttitel","Haupttitel","Artikel","Tatbestand","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2021,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179,Verletzung Schriftgeheimnis,525,525,0,1553423,0.3
2021,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179bis,Abhören und Aufnehmen fremder Gespräche,4,4,0,1553423,0
2021,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179ter,Unbefugtes Aufnehmen von Gesprächen,27,27,0,1553423,0
2021,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179quater,Verletzung des Geheim- und Privatbereichs durch Aufnahmegeräte,202,200,2,1553423,0.1
2021,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179sexies,"Inverkehrbringen und Anpreisen von Abhör-, Ton- und Bildaufnahmegeräten",4,4,0,1553423,0
2021,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179septies,Missbrauch einer Fernmeldeanlage,416,415,1,1553423,0.3
2021,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179novies,Unbefugtes Beschaffen von Personendaten,38,38,0,1553423,0
2021,311.0,StGB,3,"Total Ehre-, Geheim-, Privatbereich",5,Total übrige Titel StGB,179decies,Identitätsmissbrauch,0,0,0,1553423,0
2021,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,180,Drohung,1900,1898,2,1553423,1.2
2021,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,181,Nötigung,1135,999,136,1553423,0.7
2021,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,181a,"Zwangsheirat, erzwungene eingetragene Partnerschaft",0,0,0,1553423,0
2021,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,182,Menschenhandel,27,27,0,1553423,0
2021,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,183,Freiheitsberaubung/Entführung,80,51,29,1553423,0.1
2021,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,184,Erschwerende Umstände,2,2,0,1553423,0
2021,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,185,Geiselnahme,0,0,0,1553423,0
2021,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,185bis,Verschwindenlassen,0,0,0,1553423,0
2021,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,186,Hausfriedensbruch,1579,1579,0,1553423,1
2021,311.0,StGB,4,Total gegen die Freiheit,3,Total gegen die Freiheit,186,Hausfriedensbruch und Diebstahl,6709,6709,0,1553423,4.3
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,187,Sexuelle Handlungen mit Kindern,237,189,48,1553423,0.2
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,188,Sexuelle Handlungen mit Abhängigen,2,2,0,1553423,0
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,189,Sexuelle Nötigung,149,137,12,1553423,0.1
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,190,Vergewaltigung,192,173,19,1553423,0.1
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,191,Schändung,44,44,0,1553423,0
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,192,Sexuelle Handlungen Insassen,0,0,0,1553423,0
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,193,Ausnützung der Notlage,22,22,0,1553423,0
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,194,Exhibitionismus,184,184,0,1553423,0.1
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,195,Förderung der Prostitution,14,13,1,1553423,0
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,196,Sexuelle Handlungen mit Minderjährigen gegen Entgelt,12,9,3,1553423,0
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,197,Pornografie,612,607,5,1553423,0.4
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,198,Sexuelle Belästigungen,384,383,1,1553423,0.2
2021,311.0,StGB,5,Total gegen sexuelle Integrität,4,Total gegen sexuelle Integrität,199,Unzulässige Ausübung Prostitution,631,631,0,1553423,0.4
2021,311.0,StGB,6,Total gegen die Familie,5,Total übrige Titel StGB,213,Inzest,2,1,1,1553423,0
2021,311.0,StGB,6,Total gegen die Familie,5,Total übrige Titel StGB,215,Mehrfache Ehe oder eingetragene Partnerschaft,1,1,0,1553423,0
2021,311.0,StGB,6,Total gegen die Familie,5,Total übrige Titel StGB,217,Vernachlässigung von Unterhaltspflichten,66,66,0,1553423,0
2021,311.0,StGB,6,Total gegen die Familie,5,Total übrige Titel StGB,219,Verletzung der Fürsorge- / Erziehungspflicht,33,33,0,1553423,0
2021,311.0,StGB,6,Total gegen die Familie,5,Total übrige Titel StGB,220,Entziehen von Unmündigen,50,50,0,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,221,Brandstiftung,68,41,27,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,222,Fahrlässige Verursachung Feuersbrunst,64,64,0,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,223,Verursachung Explosion,5,5,0,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,224,Gefährdung durch Sprengstoffe und giftige Gase in verbrecherischer Absicht,35,35,0,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,225,Fahrlässige Gefährdung,8,8,0,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,226,Herstellen/Verbergen/Weiterschaffen von Sprengstoff giftigen Gasen,0,0,0,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,226bis,Gefährdung durch Kernenergie/Radioaktivität/ionisierende Strahlen,0,0,0,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,226ter,Strafbare Vorbereitungshandlungen (gefährd. Kernenergie / Radioaktiv.),0,0,0,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,227,Verursachen Überschwemmung/Erdsturz,1,1,0,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,228,"Beschädigung von elektrischen Anlagen, Wasserbauten und Schutzvorrichtungen",4,4,0,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,229,Gefährdung durch Verletzung der Regeln der Baukunde,16,16,0,1553423,0
2021,311.0,StGB,7,Total Gemeingefährliche Verbrechen und Vergehen,5,Total übrige Titel StGB,230,Beseitigung/Nichtanbringung Sicherheitsvorrichtungen,5,5,0,1553423,0
2021,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,230bis,Gefährdung durch gentechnisch veränderte oder pathogene Organismen,0,0,0,1553423,0
2021,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,231,Verbreiten menschlicher Krankheiten,7,5,2,1553423,0
2021,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,232,Verbreiten von Tierseuchen,1,1,0,1553423,0
2021,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,233,Verbreiten von Schädlingen,0,0,0,1553423,0
2021,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,234,Verunreinigung von Trinkwasser,1,1,0,1553423,0
2021,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,235,Herstellen von gesundheitsschädlichem Futter,0,0,0,1553423,0
2021,311.0,StGB,8,Total gegen die öffentliche Gesundheit,5,Total übrige Titel StGB,236,Inverkehrbringen von gesundheitsschädlichem Futter,0,0,0,1553423,0
2021,311.0,StGB,9,Total gegen den öffentlichen Verkehr,5,Total übrige Titel StGB,237,Störung des öffentlichen Verkehrs,49,47,2,1553423,0
2021,311.0,StGB,9,Total gegen den öffentlichen Verkehr,5,Total übrige Titel StGB,238,Störung des Eisenbahnverkehrs,30,28,2,1553423,0
2021,311.0,StGB,9,Total gegen den öffentlichen Verkehr,5,Total übrige Titel StGB,239,"Störung von Betrieben, die der Allgemeinheit dienen",31,29,2,1553423,0
2021,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,240,Geldfälschung,0,0,0,1553423,0
2021,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,241,Geldverfälschung,0,0,0,1553423,0
2021,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,242,In Umlaufsetzen Falschgeld,65,60,5,1553423,0
2021,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,243,"Nachmachen Banknoten, Münzen, Wertzeichen",4,4,0,1553423,0
2021,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,244,"Einführen, Erwerben, Lagern falschen Geldes",11,11,0,1553423,0
2021,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,245,Fälschung amtlicher Wertzeichen,11,11,0,1553423,0
2021,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,246,Fälschung amtlicher Zeichen,1,1,0,1553423,0
2021,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,247,"Fälschungsgeräte, unrechtmässiger Gebrauch",0,0,0,1553423,0
2021,311.0,StGB,10,"Total Fälschung Geld, amtliche Wertzeichen, amtliche Zeichen",5,Total übrige Titel StGB,248,Fälschung von Mass und Gewicht,0,0,0,1553423,0
2021,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,251,Urkundenfälschung,1091,1085,6,1553423,0.7
2021,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,252,Fälschung von Ausweisen,469,464,5,1553423,0.3
2021,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,253,Erschleichung einer falschen Beurkundung,23,17,6,1553423,0
2021,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,254,Unterdrückung von Urkunden,7,7,0,1553423,0
2021,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,256,Grenzverrückung,1,1,0,1553423,0
2021,311.0,StGB,11,Total Urkundenfälschung,5,Total übrige Titel StGB,257,Beseitigung von Vermessung und Wasserstandszeichen,0,0,0,1553423,0
2021,311.0,StGB,12,Total gegen den öffentlichen Frieden,5,Total übrige Titel StGB,258,Schreckung der Bevölkerung,14,14,0,1553423,0
